,id,Адрес,Название отеля en,Общая оценка,Кол-во отзывов,Расположение,Номера,Цена/качество,Чистота,Обслуживание,Класс отеля,СТИЛЬ ОТЕЛЯ,"Языки, используемые в общении",Услуги и удобства в отеле,Оснащенность номера,Типы номеров,Название_отеля,Качество сна,adress_for_scrap,Широта,Долгота
623,623,"Klodfarer Cd. No:20 Sultanahmet, Стамбул 34122 Турция",Hotel Hali,"3,5",267 отзывов,"4,8 из 5 кружков","3,4 из 5 кружков","4,0 из 5 кружков","3,8 из 5 кружков","3,8 из 5 кружков","3,0 из 5 звезд",,"['Английский, Турецкий']","['Платная общественная парковка на территории', 'Бесплатный WiFi', 'Бесплатный завтрак', 'Трансфер из/до аэропорта', 'Массаж', 'Терраса на крыше', 'Хранение багажа', 'Круглосуточная работа стойки регистрации', 'Wi-Fi', 'Завтрак по типу ""шведский стол""', 'Аренда автомобилей', 'Сувенирный магазин', 'Терраса-солярий', 'Услуги глажки', 'Чистка обуви']","['Кондиционер', 'Сейф', 'ТВ с плоским экраном', 'Фен']","['Номера для некурящих', 'Семейные номера']",624. Хали Отель,,"Hotel Hali, Istanbul, Turkiye",41.0075207,28.9731859
624,624,"Kucuk Ayasofya Mah. Cinci Meydani Sok. No: 30 Sultanahmet, Kadirga, Стамбул Турция",Saruhan Hotel,"4,5",430 отзывов,"4,3 из 5 кружков","4,3 из 5 кружков","4,5 из 5 кружков","4,7 из 5 кружков","4,6 из 5 кружков","3,0 из 5 звезд","['Классический', 'Жилой район']","['Английский, Испанский, Турецкий']","['Бесплатный WiFi', 'Бесплатный завтрак', 'Трансфер из/до аэропорта', 'Терраса на крыше', 'Хранение багажа', 'Круглосуточная работа стойки регистрации', 'Услуги прачечной', 'Услуги глажки', 'Wi-Fi', 'Завтрак по типу ""шведский стол""', 'Автобусный трансфер', 'Услуги такси', 'Отель для некурящих', 'Общая зона для отдыха/просмотра ТВ']","['Кондиционер', 'Уборка номеров', 'Сейф', 'Телефон', 'Мини-бар', 'ТВ с плоским экраном', 'Ванна/душ', 'Бесплатные туалетные принадлежности', 'Услуга побудки/будильник', 'Фен']","['Номера для некурящих', 'Семейные номера']",625. Сарухан Отель,,"Saruhan Hotel, Istanbul, Turkiye",41.0033191,28.9696153
625,625,"Halkali Merkez Mahallesi Fatih Caddesi No 99 Kucukcekmece, Стамбул 34303 Турция",Park Inn by Radisson Istanbul Ataturk Airport,"4,0",372 отзыва,"4,0 из 5 кружков","4,2 из 5 кружков","4,1 из 5 кружков","4,3 из 5 кружков","4,3 из 5 кружков","4,0 из 5 звезд",,['Турецкий'],"['Бесплатная парковка', 'Бесплатный WiFi', 'Фитнес-центр', 'Бассейн', 'Бесплатный завтрак', 'Игровая комната', 'Бесплатное размещение для детей', 'Подходит для детей / семьи', 'Парковка', 'Wi-Fi', 'Сауна', 'Джакузи', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бар/лаунж', 'Ресторан', 'Возможен завтрак', 'Завтрак по типу ""шведский стол""', 'Бесплатный трансфер от/до аэропорта', 'Бесплатные услуги трансфера/такси', 'Трансфер из/до аэропорта', 'Автобусный трансфер', 'Бизнес-центр с Wi-Fi', 'Помещения для проведения конференций', 'Банкетный зал', 'Конференц-залы', 'Спа-комплекс', 'Консьерж', 'Обмен валюты', 'Отель для некурящих', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Химчистка', 'Услуги прачечной']","['Кондиционер', 'Уборка номеров', 'Обслуживание номеров', 'Сейф', 'Мини-бар', 'Холодильник', 'ТВ с плоским экраном']","['Номера для некурящих', 'Номера-люксы', 'Семейные номера']",626. Park Inn by Radisson Istanbul Ataturk Airport,,"Park Inn by Radisson Istanbul Ataturk Airport, Istanbul, Turkiye",,
626,626,"KusukAyasofya Mah. Cayiroglu Sok. No:16, Стамбул 34400 Турция",Hotel Deniz Houses,"4,0",775 отзывов,"4,6 из 5 кружков","4,0 из 5 кружков","4,4 из 5 кружков","4,4 из 5 кружков","4,3 из 5 кружков","3,0 из 5 звезд","['Бюджетный', 'С видом на гавань']","['Русский, Английский, Арабский, Немецкий и еще 1']","['Бесплатная общественная парковка поблизости', 'Бесплатный Интернет', 'Бесплатный завтрак', 'Трансфер из/до аэропорта', 'Терраса на крыше', 'Хранение багажа', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Возможен завтрак', 'Завтрак по типу ""шведский стол""', 'Услуги такси', 'Консьерж', 'Отель для некурящих', 'Услуги прачечной']","['Кондиционер', 'Уборка номеров', 'Сейф', 'Напольная вешалка для одежды', 'Услуга побудки/будильник', 'ТВ с плоским экраном', 'Ванна/душ', 'Бесплатные туалетные принадлежности', 'Фен']",['Номера для некурящих'],627. Дениз Хаузес,,"Hotel Deniz Houses, Istanbul, Turkiye",41.0027117,28.9740915
627,627,"Receppasa Cad. No. 15 Taksim Square, Стамбул 34437 Турция",Ramada by Wyndham Istanbul Taksim,"4,0",312 отзывов,"4,6 из 5 кружков","4,0 из 5 кружков","4,0 из 5 кружков","4,4 из 5 кружков","4,3 из 5 кружков","4,0 из 5 звезд",,"['Английский, Турецкий']","['Бесплатный WiFi', 'Фитнес-центр', 'Бассейн', 'Бар/лаунж', 'Трансфер из/до аэропорта', 'Бизнес-центр с Wi-Fi', 'Конференц-залы', 'Спа-комплекс', 'Wi-Fi', 'Сауна', 'Крытый бассейн', 'Ресторан', 'Завтрак по типу ""шведский стол""', 'Хранение багажа', 'Отель для некурящих', 'Круглосуточная работа стойки регистрации', 'Химчистка', 'Услуги прачечной']","['Кондиционер', 'Уборка номеров', 'Обслуживание номеров', 'Сейф', 'Мини-бар', 'Холодильник', 'ТВ с плоским экраном']","['Номера для некурящих', 'Номера-люксы']",628. Рамада Стамбул Таксим,,"Ramada by Wyndham Istanbul Taksim, Istanbul, Turkiye",,
628,628,"Prof. Kazım İsmail Gürkan Cd. No:14, Стамбул 34110 Турция",Albatros Hagia Sophia Hotel,"4,5",51 отзыв,"4,8 из 5 кружков","3,3 из 5 кружков","4,0 из 5 кружков","4,2 из 5 кружков","4,3 из 5 кружков","4,0 из 5 звезд",,"['Русский, Английский, Арабский, Азербайджанский и еще 2']","['Бесплатная общественная парковка поблизости', 'Бесплатный WiFi', 'Бесплатный завтрак', 'Катание на лодке', 'Вечерние развлечения', 'Бесплатное размещение для детей', 'Детские ТВ-сети', 'Трансфер из/до аэропорта', 'Платная частная парковка поблизости', 'Крытая автостоянка', 'Wi-Fi', 'Бар/лаунж', 'Возможен завтрак', 'Завтрак по типу ""шведский стол""', 'Завтрак в номере', 'Бесплатный приветственный чай', 'Бесплатный приветственный напиток', 'Детское меню', 'Обеденная зона на открытом воздухе', 'Подходит для детей / семьи', 'Высокие детские стульчики', 'Автобусный трансфер', 'Аренда автомобилей', 'Услуги такси', 'Бизнес-центр с Wi-Fi', 'Терраса на крыше', 'Круглосуточная охрана', 'Хранение багажа', 'Консьерж', 'Обмен валюты', 'Отель для некурящих', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Быстрая регистрация при заезде/выезде', 'Индивидуальная регистрация заезда/выезда', 'Химчистка', 'Услуги прачечной', 'Услуги глажки']","['Кондиционер', 'Уборка номеров', 'Отдельный балкон', 'Сейф', 'Кофеварка/чайник', 'Холодильник', 'Кабельное или спутниковое ТВ', 'Душевая кабина без поддона на полу', 'VIP-номера', 'Шкаф для одежды/встроенный гардероб', 'Бутилированная вода', 'Напольная вешалка для одежды', 'Утюг', 'Услуга побудки/будильник', 'Электрический чайник', 'ТВ с плоским экраном', 'Радио', 'Ванна/душ', 'Бесплатные туалетные принадлежности', 'Фен']","['С видом на город', 'Вид на культурный объект', 'Люкс для новобрачных', 'Номера-люксы', 'Семейные номера']",629. Albatros Hagia Sophia Hotel,,"Albatros Hagia Sophia Hotel, Istanbul, Turkiye",41.0093832,28.9770945
629,629,"Cemal Nadir Sok. No:9-11 Hobyar Mah, Стамбул 34112 Турция",Livro Hotel,"5,0",27 отзывов,"4,9 из 5 кружков","4,8 из 5 кружков","4,9 из 5 кружков","5,0 из 5 кружков","5,0 из 5 кружков","3,0 из 5 звезд",,"['Русский, Английский, Арабский, Хорватский и еще 1']","['Платная частная парковка поблизости', 'Бесплатный WiFi', 'Возможен завтрак', 'Трансфер из/до аэропорта', 'Круглосуточная охрана', 'Хранение багажа', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Wi-Fi', 'Платный Wi-Fi', 'Завтрак по типу ""шведский стол""', 'Бесплатный растворимый кофе', 'Бесплатный приветственный чай', 'Бесплатный приветственный напиток', 'Буфет', 'Аренда автомобилей', 'Услуги такси', 'Консьерж', 'Обмен валюты', 'Доступ к гостиной представительского класса', 'Уличная мебель', 'Аптечка', 'Зонт', 'Быстрая регистрация при заезде/выезде', 'Химчистка', 'Услуги прачечной', 'Услуги глажки']","['Гипоаллергенный номер', 'Шторы, блокирующие свет', 'Кондиционер', 'Письменный стол', 'Мини-бар', 'Кабельное или спутниковое ТВ', 'Удлиненные кровати', 'Душевая кабина без поддона на полу', 'Звукоизоляция номеров', 'Купальные халаты', 'Уборка номеров', 'Обслуживание номеров', 'Сейф', 'Телефон', 'Шкаф для одежды/встроенный гардероб', 'Бутилированная вода', 'Напольная вешалка для одежды', 'Утюг', 'Сейф для ноутбука', 'Индивидуальные ванные комнаты', 'Кафельный/мраморный пол', 'Услуга побудки/будильник', 'Электрический чайник', 'ТВ с плоским экраном', 'Радио', 'Ванна/душ', 'Бесплатные туалетные принадлежности', 'Фен']","['С видом на город', 'Вид на культурный объект', 'Номера для некурящих', 'Номера-люксы', 'Семейные номера', 'Номера для курящих']",630. Livro Hotel,,"Livro Hotel, Istanbul, Turkiye",,
630,630,"Hudavendigar Caddesi No 24, Sirkeci, Fatih, Стамбул 34120 Турция",Orient Express & Spa by Orka Hotels,"4,5",1999 отзывов,"4,8 из 5 кружков","4,1 из 5 кружков","4,5 из 5 кружков","4,7 из 5 кружков","4,8 из 5 кружков","4,0 из 5 звезд","['Исторический отель', 'Классический']","['Русский, Английский, Немецкий, Турецкий']","['Услуга парковки автомобиля сотрудником отеля', 'Бесплатный WiFi', 'Сауна', 'Зона с мелким дном в бассейне', 'Бесплатный завтрак', 'Катание на лодке', 'Занятия аэробикой (не на территории отеля)', 'Детские ТВ-сети', 'Платная общественная парковка на территории', 'Wi-Fi', 'Бар/лаунж', 'Кафетерий', 'Ресторан', 'Возможен завтрак', 'Завтрак по типу ""шведский стол""', 'Завтрак в номере', 'Бесплатный приветственный чай', 'Бесплатный приветственный напиток', 'Обеденная зона на открытом воздухе', 'Меню для гостей, придерживающихся специальной диеты', 'Вино/шампанское', 'Пешеходные экскурсии', 'Высокие детские стульчики', 'Трансфер из/до аэропорта', 'Автобусный трансфер', 'Аренда автомобилей', 'Услуги такси', 'Факс/копировальные услуги в бизнес-центре', 'Обертывание', 'Косметические процедуры для лица', 'Ванна для ног', 'Массаж стоп', 'Массаж всего тела', 'Массаж рук', 'Массаж головы', 'Фототерапия', 'Услуги макияжа', 'Маникюр', 'Массаж', 'Массажное кресло', 'Массаж шеи', 'Ванна под открытым небом', 'Педикюр', 'Салон красоты', 'Солярий', 'Услуги восковой эпиляции', 'Терраса на крыше', 'Круглосуточная охрана', 'Хранение багажа', 'Консьерж', 'Обмен валюты', 'Доступ к гостиной представительского класса', 'Сувенирный магазин', 'Газеты', 'Отель для некурящих', 'Общая зона для отдыха/просмотра ТВ', 'Аптечка', 'Медпункт', 'Зонт', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Быстрая регистрация при заезде/выезде', 'Индивидуальная регистрация заезда/выезда', 'Химчистка', 'Услуги прачечной', 'Услуги глажки']","['Шторы, блокирующие свет', 'Звукоизоляция номеров', 'Кондиционер', 'Письменный стол', 'Кофеварка/чайник', 'Кабельное или спутниковое ТВ', 'Удлиненные кровати', 'Биде', 'Очиститель воздуха', 'Уборка номеров', 'Сейф', 'Зона отдыха', 'Диван', 'Телефон', 'Шкаф для одежды/встроенный гардероб', 'Бутилированная вода', 'Индивидуальные ванные комнаты', 'Кафельный/мраморный пол', 'Услуга побудки/будильник', 'Мини-бар', 'Электрический чайник', 'ТВ с плоским экраном', 'Радио', 'Диван-кровать', 'Душевая кабина без поддона на полу', 'Ванна/душ', 'Бесплатные туалетные принадлежности', 'Фен']","['С видом на город', 'Люкс для новобрачных', 'Номера для некурящих', 'Номера-люксы', 'Семейные номера']",631. Ориэнт Экспресс Отель,,"Orient Express & Spa by Orka Hotels, Istanbul, Turkiye",48.7390002238094,-122.41594851161679
631,631,"Kennedy Cad. 38/1A Sultanahmet Mah, Стамбул 34122 Турция",Catch Hotel,"4,5",122 отзыва,"4,9 из 5 кружков","4,6 из 5 кружков","4,7 из 5 кружков","4,7 из 5 кружков","4,7 из 5 кружков","4,0 из 5 звезд",['Бутик-отель'],"['Русский, Английский, Французский, Турецкий']","['Бесплатная парковка', 'Бесплатный WiFi', 'Возможен завтрак', 'Трансфер из/до аэропорта', 'Круглосуточная охрана', 'Консьерж', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Охраняемая парковка', 'Wi-Fi', 'Завтрак по типу ""шведский стол""', 'Завтрак в номере', 'Бесплатный приветственный чай', 'Обеденная зона на открытом воздухе', 'Услуги такси', 'Обмен валюты', 'Быстрая регистрация при заезде/выезде', 'Химчистка', 'Услуги прачечной']","['Гипоаллергенный номер', 'Шторы, блокирующие свет', 'Кондиционер', 'Письменный стол', 'Уборка номеров', 'Кофеварка/чайник', 'Кабельное или спутниковое ТВ', 'Ванна/душ', 'Звукоизоляция номеров', 'Купальные халаты', 'Обслуживание номеров', 'Сейф', 'Телефон', 'VIP-номера', 'Шкаф для одежды/встроенный гардероб', 'Бутилированная вода', 'Напольная вешалка для одежды', 'Утюг', 'Сейф для ноутбука', 'Индивидуальные ванные комнаты', 'Услуга побудки/будильник', 'Мини-бар', 'Электрический чайник', 'ТВ с плоским экраном', 'Бесплатные туалетные принадлежности', 'Фен']","['С видом на город', 'Люкс для новобрачных', 'Номера для некурящих', 'Номера-люксы', 'Семейные номера', 'Номера для курящих']",632. Catch Hotel,,"Catch Hotel, Istanbul, Turkiye",41.00280655,28.978994546955285
632,632,"Çifte Gelinler Cd. No:3 Muhsine Hatun Mah., Стамбул 34126 Турция",Amber Hotel Istanbul,"4,5",889 отзывов,"4,2 из 5 кружков","3,9 из 5 кружков","4,1 из 5 кружков","4,5 из 5 кружков","4,4 из 5 кружков","4,0 из 5 звезд","['Тихий', 'С видом на океан']","['Русский, Английский, Турецкий']","['Платная частная парковка поблизости', 'Бесплатный WiFi', 'Сауна', 'Бесплатный завтрак', 'Бесплатное размещение для детей', 'Трансфер из/до аэропорта', 'Бизнес-центр с Wi-Fi', 'Банкетный зал', 'Парковка', 'Wi-Fi', 'Бар/лаунж', 'Ресторан', 'Завтрак по типу ""шведский стол""', 'Услуги такси', 'Факс/копировальные услуги в бизнес-центре', 'Обертывание', 'Косметические процедуры для лица', 'Массаж стоп', 'Массаж всего тела', 'Хаммам', 'Массаж рук', 'Массаж головы', 'Массаж', 'Массаж шеи', 'Парная', 'Терраса на крыше', 'Хранение багажа', 'Консьерж', 'Обмен валюты', 'Отель для некурящих', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Химчистка', 'Услуги прачечной', 'Услуги глажки']","['Кондиционер', 'Письменный стол', 'Уборка номеров', 'Обслуживание номеров', 'Кофеварка/чайник', 'Мини-бар', 'Кабельное или спутниковое ТВ', 'Ванна/душ', 'Сейф', 'Телефон', 'Шкаф для одежды/встроенный гардероб', 'Бутилированная вода', 'Напольная вешалка для одежды', 'Электрический чайник', 'ТВ с плоским экраном', 'Бесплатные туалетные принадлежности', 'Фен']","['Номера для некурящих', 'Семейные номера']",633. Бест Вестерн Амбер Отель,,"Amber Hotel Istanbul, Istanbul, Turkiye",41.004809949999995,28.964826092655542
633,633,"KusukAyasofya Mah. Cayiroglu Sok. No:16, Стамбул 34400 Турция",Hotel Deniz Houses,"4,0",775 отзывов,"4,6 из 5 кружков","4,0 из 5 кружков","4,4 из 5 кружков","4,4 из 5 кружков","4,3 из 5 кружков","3,0 из 5 звезд","['Бюджетный', 'С видом на гавань']","['Русский, Английский, Арабский, Немецкий и еще 1']","['Бесплатная общественная парковка поблизости', 'Бесплатный Интернет', 'Бесплатный завтрак', 'Трансфер из/до аэропорта', 'Терраса на крыше', 'Хранение багажа', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Возможен завтрак', 'Завтрак по типу ""шведский стол""', 'Услуги такси', 'Консьерж', 'Отель для некурящих', 'Услуги прачечной']","['Кондиционер', 'Уборка номеров', 'Сейф', 'Напольная вешалка для одежды', 'Услуга побудки/будильник', 'ТВ с плоским экраном', 'Ванна/душ', 'Бесплатные туалетные принадлежности', 'Фен']",['Номера для некурящих'],634. Дениз Хаузес,,"Hotel Deniz Houses, Istanbul, Turkiye",41.0027117,28.9740915
634,634,"Mumhane Cad. 31 Karaköy, Стамбул 34340 Турция",Cheers Porthouse,"4,5",444 отзыва,"4,8 из 5 кружков","4,6 из 5 кружков","4,7 из 5 кружков","4,9 из 5 кружков","4,8 из 5 кружков","3,0 из 5 звезд","['Жилой район', 'Очаровательный']","['Английский, Французский, Немецкий, Турецкий']","['Услуга парковки автомобиля сотрудником отеля', 'Бесплатный WiFi', 'Бесплатный завтрак', 'Прокат велосипедов', 'Пешеходные экскурсии', 'Трансфер из/до аэропорта', 'Хранение багажа', 'Обмен валюты', 'Платная частная парковка поблизости', 'Wi-Fi', 'Аренда автомобилей', 'Отель для некурящих', 'Общая кухня', 'Общая зона для отдыха/просмотра ТВ', 'Зонт', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Быстрая регистрация при заезде/выезде', 'Индивидуальная регистрация заезда/выезда', 'Химчистка', 'Услуги глажки']","['Шторы, блокирующие свет', 'Звукоизоляция номеров', 'Кондиционер', 'Уборка номеров', 'Мини-кухня', 'ТВ с плоским экраном', 'Удлиненные кровати', 'Фен', 'Сейф', 'Шкаф для одежды/встроенный гардероб', 'Утюг', 'Услуга побудки/будильник']","['Номера для некурящих', 'Семейные номера']",635. Портус Хаус Стамбул,,"Cheers Porthouse, Istanbul, Turkiye",,
635,635,"Alemdar Mah. Yerebatan Cad. No: 13, Стамбул 34122 Турция",Vogue Hotel Supreme Istanbul,"4,5",259 отзывов,"4,6 из 5 кружков","4,3 из 5 кружков","3,9 из 5 кружков","4,6 из 5 кружков","4,2 из 5 кружков","5,0 из 5 звезд",,"['Русский, Английский, Арабский, Персидский и еще 1']","['Парковка', 'Бесплатный WiFi', 'Бар/лаунж', 'Высокие детские стульчики', 'Трансфер из/до аэропорта', 'Круглосуточная охрана', 'Хранение багажа', 'Заезд круглосуточно', 'Wi-Fi', 'Ресторан', 'Возможен завтрак', 'Завтрак по типу ""шведский стол""', 'Завтрак в номере', 'Консьерж', 'Обмен валюты', 'Отель для некурящих', 'Уличная мебель', 'Аптечка', 'Круглосуточная работа стойки регистрации', 'Химчистка', 'Услуги прачечной', 'Услуги глажки']","['Шторы, блокирующие свет', 'Звукоизоляция номеров', 'Кондиционер', 'Письменный стол', 'Мини-бар', 'Кабельное или спутниковое ТВ', 'Удлиненные кровати', 'Ванна/душ', 'Купальные халаты', 'Уборка номеров', 'Имеются номера с сообщающимися комнатами', 'Сейф', 'Телефон', 'Шкаф для одежды/встроенный гардероб', 'Бутилированная вода', 'Напольная вешалка для одежды', 'Сейф для ноутбука', 'Индивидуальные ванные комнаты', 'Кафельный/мраморный пол', 'Услуга побудки/будильник', 'Электрический чайник', 'ТВ с плоским экраном', 'Бесплатные туалетные принадлежности', 'Фен']","['С видом на город', 'Вид на культурный объект', 'Номера для некурящих', 'Семейные номера']",636. Vogue Hotel Supreme Istanbul,,"Vogue Hotel Supreme Istanbul, Istanbul, Turkiye",,
636,636,"Kadikoy Baglari Cad. No:19 Ortakoy Mah., Стамбул 34582 Турция",Mola Istanbul,"5,0",61 отзыв,"4,7 из 5 кружков","4,7 из 5 кружков","4,7 из 5 кружков","4,7 из 5 кружков","4,6 из 5 кружков","5,0 из 5 звезд","['Бюджетный', 'Роскошный']","['Английский, Арабский, Турецкий']","['Бесплатная парковка', 'Бесплатный WiFi', 'Фитнес-центр', 'Бассейн', 'Ресторан', 'Игровая комната', 'Пешие походы', 'Услуги няни', 'Станции зарядки электромобилей', 'Охраняемая парковка', 'Wi-Fi', 'Занятия йогой', 'Зал для занятий йогой', 'Раздевалки в фитнес- и спа-центрах', 'Сауна', 'Пляжные полотенца', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн с подогревом', 'Завтрак по типу ""шведский стол""', 'Лыжные виды спорта', 'Теннисный корт', 'Аквапарк', 'Аниматоры', 'Патио', 'Водная горка', 'Книги, DVD, музыка для детей', 'Детская игровая площадка', 'Детская игровая зона в помещении', 'Подходит для детей / семьи', 'Детский клуб', 'Детский бассейн', 'Детский игровой комплекс на открытом воздухе', 'Трансфер из/до аэропорта', 'Помещения для проведения конференций', 'Конференц-залы', 'Факс/копировальные услуги в бизнес-центре', 'Спа-комплекс', 'Массаж для двоих', 'Косметические процедуры для лица', 'Массаж стоп', 'Массаж всего тела', 'Хаммам', 'Массаж головы', 'Массаж', 'Массаж шеи', 'Парная', 'Круглосуточная охрана', 'Хранение багажа', 'Часовня/храм', 'Консьерж', 'Обмен валюты', 'Отель для некурящих', 'Уличная мебель', 'Общая зона для отдыха/просмотра ТВ', 'Терраса для солнечных ванн', 'Зонты от солнца', 'Швейцар', 'Аптечка', 'Медпункт', 'Заезд круглосуточно', 'Круглосуточная работа стойки регистрации', 'Быстрая регистрация при заезде/выезде', 'Машина для сушки белья', 'Химчистка', 'Услуги прачечной', 'Стиральная машина', 'Услуги глажки']","['Гипоаллергенный номер', 'Шторы, блокирующие свет', 'Кондиционер', 'Письменный стол', 'Кофеварка/чайник', 'Кабельное или спутниковое ТВ', 'Диван-кровать', 'Душевая кабина без поддона на полу', 'Купальные халаты', 'Уборка номеров', 'Отдельный балкон', 'Обслуживание номеров', 'Сейф', 'Зона отдыха', 'Отдельная гостиная', 'Диван', 'Шкаф для одежды/встроенный гардероб', 'Напольная вешалка для одежды', 'Сейф для ноутбука', 'Индивидуальные ванные комнаты', 'Кафельный/мраморный пол', 'Услуга побудки/будильник', 'Посудомоечная машина', 'Микроволновая печь', 'Духовка', 'Холодильник', 'Кухонная плита', 'Электрический чайник', 'Кухонная утварь', 'ТВ с плоским экраном', 'Джакузи', 'Ванна/душ', 'Бесплатные туалетные принадлежности', 'Фен']","['С видом на город', 'Люкс для новобрачных', 'Номера для некурящих', 'Номера-люксы', 'Семейные номера', 'Номера для курящих']",637. Mola Istanbul,,"Mola Istanbul, Istanbul, Turkiye",40.9911438,28.9036279
